"campaign","sample_ID","date_time","weight_g","T_C","RH","Area_m2","Patm","Dry_weight","Fresh_weight"
"branch_vs_leaf_4","blup",21/10/20 00:12,2.884598,25.865,63.0075,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 00:16,2.849204,25.8975,63.1325,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 00:20,2.866901,25.86,62.985,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 00:24,2.849204,25.8525,63.1425,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 00:28,2.884598,25.855,63.24,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 00:32,2.919992,25.9275,62.945,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 00:36,2.919992,25.7775,63.6,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 00:40,2.937688,25.7625,63.375,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 00:44,2.919992,25.8725,63.2425,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 00:48,2.866901,25.81,63.545,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 00:52,2.902295,25.9575,62.67,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 00:56,2.902295,25.875,63.2425,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:00,2.902295,25.8925,63.12,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:04,2.884598,25.91,63.0575,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:08,2.849204,25.9,63.2425,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:12,2.849204,25.8425,63.1225,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:16,2.866901,25.8225,63.44,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:20,2.919992,25.8175,63.365,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:24,2.884598,25.94,63.225,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:28,2.919992,25.9475,63.1475,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:32,2.919992,25.8825,63.2525,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:36,2.919992,25.87,63.425,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:40,2.884598,25.8475,63.2375,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:44,2.866901,25.8225,63.44,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:48,2.919992,25.8275,63.2175,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:52,2.919992,25.7875,63.625,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 01:56,2.866901,25.81,63.425,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:00,2.866901,25.8475,63.405,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:04,2.902295,25.865,63.2075,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:08,2.902295,25.93,63.1575,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:12,2.902295,25.88,63.025,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:16,2.902295,25.8325,63.2175,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:20,2.884598,25.8475,62.9325,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:24,2.866901,25.835,63.285,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:28,2.902295,25.85,63.39,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:32,2.866901,25.7825,63.3875,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:36,2.884598,25.8425,63.405,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:40,2.866901,25.89,63.1625,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:44,2.884598,25.9375,63.2,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:48,2.866901,25.89,63.2025,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:52,2.866901,25.9075,63.09,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 02:56,2.902295,25.8825,63.125,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:00,2.955385,25.8675,63.3175,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:04,2.919992,25.76,63.8525,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:08,2.866901,25.8075,63.265,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:12,2.884598,25.8925,63.05,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:16,2.884598,25.8225,63.3025,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:20,2.849204,25.82,63.4225,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:24,2.849204,25.81,63.26,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:28,2.884598,25.845,63.3175,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:32,2.81381,25.8325,63.16,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:36,2.866901,25.9675,62.8325,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:40,2.884598,25.9075,63.31,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:44,2.866901,25.8625,63.3325,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:48,2.884598,25.9025,63.2675,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:52,2.866901,25.875,63.2875,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 03:56,2.849204,25.7825,63.555,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:00,2.902295,25.835,63.4875,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:04,2.831507,25.9175,62.86,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:08,2.866901,25.93,63.085,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:12,2.866901,25.8175,63.5375,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:16,2.884598,25.865,63.1925,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:20,2.831507,25.905,63.2,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:24,2.831507,25.92,63.1025,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:28,2.831507,25.8975,63.0725,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:32,2.866901,25.87,63.2625,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:36,2.866901,25.88,63.1575,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:40,2.919992,25.855,63.14,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:44,2.919992,25.8675,63.25,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:48,2.831507,25.88,63.1725,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:52,2.849204,25.955,63.33,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 04:56,2.937688,25.85,63.36,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:00,2.902295,26.0075,63.09,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:04,2.866901,25.8275,63.435,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:08,2.849204,25.7525,63.785,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:12,2.866901,25.9,63.21,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:16,2.866901,25.8225,63.3225,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:20,2.866901,25.8875,63.0525,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:24,2.866901,25.7975,63.35,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:28,2.831507,25.9175,62.95,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:32,2.884598,25.89,63.18,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:36,2.796113,25.855,63.395,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:40,2.884598,25.7775,63.5725,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:44,2.884598,25.7225,63.65,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:48,2.849204,25.79,63.5675,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:52,2.849204,25.81,63.4025,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 05:56,2.831507,25.7475,63.66,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:00,2.849204,25.8575,63.3575,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:04,2.796113,25.91,63.1075,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:08,2.796113,25.8875,63.2975,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:12,2.81381,25.805,63.72,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:16,2.866901,25.8375,63.3125,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:20,2.884598,25.8175,63.2125,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:24,2.866901,25.8675,63.1575,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:28,2.884598,25.7825,63.3425,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:32,2.831507,25.825,63.19,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:36,2.831507,25.8325,63.195,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:40,2.849204,25.835,63.2425,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:44,2.81381,25.8625,63.235,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:48,2.866901,25.9175,63.15,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:52,2.884598,25.7375,63.615,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 06:56,2.849204,25.8475,63.3125,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:00,2.796113,25.7725,63.4325,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:04,2.849204,25.8225,63.45,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:08,2.884598,25.7525,63.835,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:12,2.884598,25.8775,63.16,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:16,2.831507,25.7825,63.505,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:20,2.884598,25.8,63.6075,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:24,2.866901,25.7725,63.5475,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:28,2.884598,25.77,63.425,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:32,2.778416,25.8075,63.525,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:36,2.849204,25.8425,63.1825,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:40,2.849204,25.76,63.58,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:44,2.866901,25.74,63.5175,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:48,2.81381,25.8075,63.315,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:52,2.884598,25.7275,63.5375,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 07:56,2.849204,25.765,63.5025,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:00,2.884598,25.8075,63.4575,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:04,2.81381,25.8175,63.385,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:08,2.849204,25.8025,63.8375,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:12,2.831507,25.805,63.5325,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:16,2.81381,25.8225,63.46,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:20,2.884598,25.78,63.7325,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:24,2.831507,25.765,63.735,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:28,2.81381,25.7675,63.3775,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:32,2.81381,25.8175,63.4175,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:36,2.81381,25.7675,63.385,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:40,2.849204,25.86,63.345,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:44,2.831507,25.735,63.6825,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:48,2.81381,25.7275,63.6625,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:52,2.849204,25.72,63.8975,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 08:56,2.796113,25.765,63.3225,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:00,2.760719,25.72,63.6775,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:04,2.778416,25.83,63.815,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:08,2.81381,25.7625,63.8025,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:12,2.796113,25.84,63.545,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:16,2.81381,25.7475,63.73,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:20,2.81381,25.7175,63.6375,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:24,2.81381,25.6975,63.835,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:28,2.81381,25.72,63.68,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:32,2.725325,25.75,63.545,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:36,2.689932,25.7125,63.465,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:40,2.831507,25.8125,63.3475,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:44,2.796113,25.7025,63.845,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:48,2.81381,25.7225,64.1175,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:52,2.796113,25.7375,63.505,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 09:56,2.760719,25.7,64.13,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:00,2.831507,25.805,63.685,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:04,2.81381,25.69,64.2,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:08,2.796113,25.7125,63.7575,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:12,2.778416,25.7775,63.84,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:16,2.796113,25.785,63.7575,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:20,2.778416,25.735,63.8675,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:24,2.743022,25.74,63.6525,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:28,2.831507,25.7025,63.5,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:32,2.778416,25.9075,63.4325,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:36,2.81381,25.6975,63.8875,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:40,2.796113,25.685,63.3425,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:44,2.796113,25.675,63.335,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:48,2.796113,25.7375,63.0775,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:52,2.81381,25.8,63.3075,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 10:56,2.831507,25.9225,62.7675,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:00,2.796113,26.0275,63.2225,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:04,2.654538,26.12,62.785,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:08,2.725325,26.17,62.1575,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:12,2.796113,26.215,62.085,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:16,2.81381,26.3175,62.3175,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:20,2.849204,26.2225,61.9725,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:24,2.743022,26.3075,61.76,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:28,2.884598,26.2175,61.89,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:32,2.81381,26.18,62.0525,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:36,2.831507,26.1625,62.1375,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:40,2.796113,26.2125,62.1475,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:44,2.866901,26.2375,62.0875,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:48,2.778416,26.175,62.075,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:52,2.81381,26.345,62.04,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 11:56,2.778416,26.2075,62.3325,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:00,2.866901,26.3575,62.205,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:04,2.831507,26.4225,62.2925,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:08,2.831507,26.33,61.8425,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:12,2.81381,26.3225,61.9975,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:16,2.760719,26.23,62.2775,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:20,2.81381,26.3575,61.8275,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:24,2.796113,26.14,62.0975,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:28,2.796113,26.185,61.97,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:32,2.831507,26.265,61.8475,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:36,2.743022,26.195,61.9425,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:40,2.778416,26.2725,62.0425,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:44,2.81381,26.3325,61.88,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:48,2.81381,26.3225,62.4075,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:52,2.849204,26.3825,61.98,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 12:56,2.849204,26.355,62.3425,0.0351,101.325,2.2,3.4
"branch_vs_leaf_4","blup",21/10/20 13:00,2.831507,26.4075,61.895,0.0351,101.325,2.2,3.4
